Time (ms),Velocity (m/s),Altitude (m),Pitch (degree),Yaw (degree),Extension Level,Motor Burning,Acceleration (m/s^2)
4920,100.74999999999656,617.594999999983,1,1,2,False,-10
4925,100.69999999999656,618.0987499999829,1,1,2,False,-10
4930,100.64999999999657,618.602249999983,1,1,2,False,-10
4935,100.59999999999657,619.105499999983,1,1,2,False,-10
4940,100.54999999999657,619.6084999999829,1,1,2,False,-10
4945,100.49999999999658,620.1112499999829,1,1,2,False,-10
4950,100.44999999999658,620.6137499999828,1,1,2,False,-10
4955,100.39999999999658,621.1159999999828,1,1,2,False,-10
4960,100.34999999999658,621.6179999999828,1,1,2,False,-10
4965,100.29999999999659,622.1197499999828,1,1,2,False,-10
4970,100.24999999999659,622.6212499999828,1,1,2,False,-10
4975,100.19999999999659,623.1224999999828,1,1,2,False,-10
4980,100.1499999999966,623.6234999999828,1,1,2,False,-10
4985,100.0999999999966,624.1242499999828,1,1,2,False,-10
